id,company,name_changed,year_name_changed,address,zipcode,state,date_founded,date_closed,company_type,source,longitude,latitude,lat-long
1   Stanford Linear Accelerator (SLAC),Stanford Linear Accelerator (SLAC),,,"2575 Sandhill Rd, Stanford, CA",,California,,,,,-122.215869,37.4203504,"37.4203504, -122.215869"
2   Zoecon Rhone Poulec,Zoecon Rhone Poulec,,,"East Palo Alto, Palo Alto, CA",,California,,,,,-122.11776865472,37.4636056082448,"37.4636056082448, -122.11776865472"
3   Romic Chemical Corp.,Romic Chemical Corp.,,,"2081 Bay Rd, Palo Alto, CA",,California,,,,,,,
4a  Varian Associates,Varian Associates,,,"601 California Ave, Palo Alto, CA",,California,,,,,-122.1430031,37.4285379,"37.4285379, -122.1430031"
4b  Cal-Mac (bankrupt),Cal-Mac (bankrupt),,,"175 Weeks St, Palo Alto, CA",,California,,,,,,,
5   Dura Bond,Dura Bond,,,"3201 Ash St, Palo Alto, CA",,California,,,,,-122.136709003212,37.422597,"37.422597, -122.136709003212"
6   Stanford Cleaners,Stanford Cleaners,,,"2875 El Camino Real, Palo Alto, CA",,California,,,,,-122.140859915145,37.422987,"37.422987, -122.140859915145"
7   Hewlett-Packard,Hewlett-Packard,,,"3180 Hanover St, Palo Alto, CA",,California,,,,,-122.1464616,37.4141881,"37.4141881, -122.1464616"
8   Aydin Corporation,Aydin Corporation,,,"3180 Hanover St, Palo Alto, CA",,California,,,,,-122.1464616,37.4141881,"37.4141881, -122.1464616"
9   Hewlett-Packard,Hewlett-Packard,,,"640 Page Mill Rd, Palo Alto, CA",,California,,,,,-122.1456088,37.4218863,"37.4218863, -122.1456088"
10  Eastman Kodac Co.,Eastman Kodac Co.,,,"925 Page Mill Rd, Palo Alto, CA",,California,,,,,-122.143423293266,37.4187805,"37.4187805, -122.143423293266"
11  Teledyne MEC,Teledyne MEC,,,"3176 Porter Dr, Palo Alto, CA",,California,,,,,-122.149362060561,37.4070955,"37.4070955, -122.149362060561"
12  Hillview-Porter (Watkins Johnson Well) ,Hillview-Porter (Watkins Johnson Well) ,,,"3333 Hillview Dr, Palo Alto, CA",,California,,,,,,,
13  Hewlett-Packard ,Hewlett-Packard ,,,"1501 Page Mill Rd, Palo Alto, CA",,California,,,,,-122.147832338048,37.41202695,"37.41202695, -122.147832338048"
14  Hewlett-Packard ,Hewlett-Packard ,,,"3500 Deer Creek Rd, Palo Alto, CA",,California,,,,,-122.150143471946,37.3946435,"37.3946435, -122.150143471946"
15  Fairchild Semi-Conductor Corp.,Fairchild Semi-Conductor Corp.,,,"4001 Miranda Ave, Palo Alto, CA",,California,,,,,-122.1305947,37.3946145,"37.3946145, -122.1305947"
16  Hillview Eleanor Plume,Hillview Eleanor Plume,,,"Hillview and Eleanor Intersection, Los Altos, CA",,California,,,,,,,
17  CTS Printex Inc.,CTS Printex Inc.,,,1950 Colony St  ,,California,,,,,-122.088975018765,37.4158386083038,"37.4158386083038, -122.088975018765"
18  Spectra Physics,Spectra Physics,,,1250 W. Middlefield Rd  ,,California,,,,,-122.080381695478,37.4073353462486,"37.4073353462486, -122.080381695478"
19  Jasco Chemical Corp.,Jasco Chemical Corp.,,,1090 Terra Bella Ave  ,,California,,,,,-122.075217222222,37.408532,"37.408532, -122.075217222222"
20  Teledyne Semiconductor,Teledyne Semiconductor,,,1300 Terra Bella Ave  ,,California,,,,,-122.079999778809,37.4095218917574,"37.4095218917574, -122.079999778809"
21  Jasco Chemical Corp.,Jasco Chemical Corp.,,,"1710 Villa St, Mountain View, CA",,California,,,,,-122.089500411605,37.3980853059665,"37.3980853059665, -122.089500411605"
22  Moffett Naval Air Station  ,Moffett Naval Air Station  ,,,"158 Cody Rd, Mountain View, CA",,California,,,,,,,
23  Fairchild Semiconductor Corp.,Fairchild Semiconductor Corp.,,,"464 Ellis St, Mountain View, CA",,California,,,,,-122.052383387666,37.3999973546245,"37.3999973546245, -122.052383387666"
24  NEC Electronics,NEC Electronics,,,"501 Ellis St, Mountain View, CA",,California,,,,,-122.051983055367,37.4011407785331,"37.4011407785331, -122.051983055367"
25  Intel,Intel,,,"365 E. Middlefield Rd, Mountain View, CA",,California,,,,,-122.059598357664,37.3970896642336,"37.3970896642336, -122.059598357664"
26  Raytheon Co.,Raytheon Co.,,,"350 Ellis St, Mountain View, CA",,California,,,,,-122.05345359047,37.397094409359,"37.397094409359, -122.05345359047"
27  Hewlett-Packard,Hewlett-Packard,,,"333 Logue Ave, Mountain View, CA",,California,,,,,-122.050869351983,37.3950585889097,"37.3950585889097, -122.050869351983"
28  Siltec,Siltec,,,"405 National Ave, Mountain View, CA",,California,,,,,-122.0540173,37.4023661,"37.4023661, -122.0540173"
29  Circo Inc.,Circo Inc.,,,"940 Hamlin Ct, Sunnyvale, CA",,California,,,,,-122.029754050461,37.4006049732311,"37.4006049732311, -122.029754050461"
30  ESL Inc.,ESL Inc.,,,"425 Tasman Ave, Sunnyvale, CA",,California,,,,,,,
31  Interail (GE),Interail (GE),,,"1276 Hammerwood Ave, Sunnyvale, CA",,California,,,,,-121.9904768,37.4063525,"37.4063525, -121.9904768"
,Sony Technology Center Inc,,,1003 Elwell Court,94303,California,,,,Rich's Complete Guide to Silicon Valley,-122.104,37.431,"37.431, -122.104"
,McDonnell Douglas Elect. Corp.,,,1057 Meadow Circle,94303,California,,,,Rich's Complete Guide to Silicon Valley,-122.109,37.431,"37.431, -122.109"
,Sony Technology Center Inc,,,1003 Elwell Court,94303,California,,,,Rich's Complete Guide to Silicon Valley,-122.104051,37.431571,"37.431571, -122.104051"
,McDonnell Douglas Elect. Corp.,,,1057 E. Meadow Circle,94303,California,,,,Rich's Complete Guide to Silicon Valley,-122.109471,37.431188,"37.431188, -122.109471"
,Corning A.C.I.,,,490 San Antonio Road,94303,California,,,,Rich's Complete Guide to Silicon Valley,-122.104899,37.413212,"37.413212, -122.104899"
,Coherent Inc.,,,3270 W. Bayshore Road,94303,California,,,,Rich's Complete Guide to Silicon Valley,-122.112178,37.438142,"37.438142, -122.112178"
,Eastman Kodak Co.,,,925 Page Mill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.144927,37.419496,"37.419496, -122.144927"
,Beckman Instruments Inc.,,,950 Page Mill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.144941,37.419734,"37.419734, -122.144941"
,Preformed Line Products Co.,,,600 Hansen Way,94306,California,,,,Rich's Complete Guide to Silicon Valley,-122.138372,37.420489,"37.420489, -122.138372"
,Varian Associates,,,601 California Ave.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.146674,37.424066,"37.424066, -122.146674"
,Hewlett Packard,,,395 Page Mill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.13973,37.425661,"37.425661, -122.13973"
,Hewlett Packard,,,640 Page Mill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.143546,37.421408,"37.421408, -122.143546"
,Hewlett Packard,,,901 California Ave.,94301,California,,,,Rich's Complete Guide to Silicon Valley,-122.131391,37.442744,"37.442744, -122.131391"
,Syva Co.,,,900 Hansen Way,94306,California,,,,Rich's Complete Guide to Silicon Valley,-122.140259,37.418192,"37.418192, -122.140259"
,Aydin Energy Division,,,3180 Hanover St.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.143352,37.415343,"37.415343, -122.143352"
,Hewlett Packard,,,1501 Page Mill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.149615,37.413842,"37.413842, -122.149615"
,Hewlett Packard,,,3000 Hanover St.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.144814,37.416111,"37.416111, -122.144814"
,Hewlett Packard,,,1601 California Ave.,94306,California,,,,Rich's Complete Guide to Silicon Valley,-122.152583,37.416988,"37.416988, -122.152583"
,TAB Products,,,1451 California Ave.,94306,California,,,,Rich's Complete Guide to Silicon Valley,-122.151616,37.418106,"37.418106, -122.151616"
,Xerox P.A.R.C.,,,2500 Hanover St.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.14963,37.418602,"37.418602, -122.14963"
,IBM Corp.,,,1550 Page Mill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.14921,37.414567,"37.414567, -122.14921"
,IBM Corp.,,,1501 California Ave.,94306,California,,,,Rich's Complete Guide to Silicon Valley,-122.151977,37.417686,"37.417686, -122.151977"
,Lockheed-Laboratory,,,3251 Hanover St.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.14481,37.411911,"37.411911, -122.14481"
,Power Designs Pacifics Inc.,,,3381 Miranda Ave.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.146485,37.404744,"37.404744, -122.146485"
,General Instrument Corp,,,3400 Hillview Ave.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.146002,37.403466,"37.403466, -122.146002"
,Fairchild,,,3440 Hillview Ave.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.143956,37.397349,"37.397349, -122.143956"
,Fairchild,,,4001 Miranda Ave.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.139755,37.401638,"37.401638, -122.139755"
,Hewlett Packard,,,3495 Deer Creek Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.151332,37.396082,"37.396082, -122.151332"
,Hewlett Packard,,,3500 Deer Creek Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.151621,37.39617,"37.39617, -122.151621"
,Xerox P.A.R.C.,,,3333 Coyote Hill Rd.,94304,California,,,,Rich's Complete Guide to Silicon Valley,-122.150382,37.40226,"37.40226, -122.150382"
,Perkin-Elmer,,,2288 Charleston Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.095233,37.421481,"37.421481, -122.095233"
,Bell Industries…sion Metalcraft,,,2637 Marine Way,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.098136,37.428882,"37.428882, -122.098136"
,Bell Industries,,,2599 Garcia Ave.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.094604,37.426447,"37.426447, -122.094604"
,Syntex Corp.,,,2375 Charleston Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.096541,37.421556,"37.421556, -122.096541"
,G.T.E. Fibre Optics,,,1395 Charleston Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.077096,37.420443,"37.420443, -122.077096"
,Syva,,,1390 Shorebird Way,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.076944,37.418518,"37.418518, -122.076944"
,Shigma Inc.,,,1400 Stierlin Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.078119,37.40955,"37.40955, -122.078119"
,T.R.W./Vidar Corp.,,,77 Ortega Ave.,94040,California,,,,Rich's Complete Guide to Silicon Valley,-122.102613,37.403712,"37.403712, -122.102613"
,Ask Computer Systems Inc.,,,730 Distel Dr.,94022,California,,,,Rich's Complete Guide to Silicon Valley,-122.104203,37.394985,"37.394985, -122.104203"
,Spectra Physics Inc,,,1250 W. Middlefield Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.079298,37.406946,"37.406946, -122.079298"
,Teledyne Semiconductor,,,1300 Terra Bella Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.080064,37.409456,"37.409456, -122.080064"
,Abbott Labs,,,1212 Terra Bella Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.07898,37.408556,"37.408556, -122.07898"
,Fairchild Camera & Instru.,,,465 National Ave.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.053348,37.401324,"37.401324, -122.053348"
,Siltec Corp.,,,405 National Ave.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.052194,37.40109,"37.40109, -122.052194"
,Aydin Systems Div. Mfg.,,,640 Clyde Ct.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.049289,37.400633,"37.400633, -122.049289"
,Antekna Inc.,,,625 Clyde Ct.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.047279,37.400697,"37.400697, -122.047279"
,Raytheon,,,350 Ellis St.,94042,California,,,,Rich's Complete Guide to Silicon Valley,-122.07431,37.38802,"37.38802, -122.07431"
,Raytheon,,,415 E. Middlefield Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.056092,37.396411,"37.396411, -122.056092"
,Electronic Arrays Inc.,,,555 Ellis St.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.05161,37.401636,"37.401636, -122.05161"
,G.T.E. Sylvania,,,685 E. Middlefield Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.051413,37.394029,"37.394029, -122.051413"
,G.T.E. Sylvania,,,100 Ferguson Dr.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.057415,37.388228,"37.388228, -122.057415"
,B.N.R. Inc.,,,685 E. Middlefield Rd.,94042,California,,,,Rich's Complete Guide to Silicon Valley,-122.07431,37.38802,"37.38802, -122.07431"
,Hewlett Packard Parts,,,333 Logue Ave,94042,California,,,,Rich's Complete Guide to Silicon Valley,-122.07431,37.38802,"37.38802, -122.07431"
,Becton Dickinson Elect. Labs,,,506 Clyde Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.046995,37.398432,"37.398432, -122.046995"
,Seiko Circuits Inc.,,,415 Clyde Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.047132,37.39645,"37.39645, -122.047132"
,Wavetek,,,875 Maude Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.048206,37.39597,"37.39597, -122.048206"
,Consolidated Micrographics,,,303 Ravendale Dr.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.054595,37.388996,"37.388996, -122.054595"
,Varian Associates,,,380 Bernardo Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.050654,37.388785,"37.388785, -122.050654"
,Perkin-Elmer,,,411 Clyde Ave,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.047161,37.396365,"37.396365, -122.047161"
,Spectra Physics Inc,,,575 E. Middlefield Rd.,94043,California,,,,Rich's Complete Guide to Silicon Valley,-122.052164,37.394789,"37.394789, -122.052164"
,Intel Corp.,,,1302 N. Mathilda Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.025061,37.414585,"37.414585, -122.025061"
,Intel Corp.,,,376 Caribbean Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.009773,37.415849,"37.415849, -122.009773"
,Intel Corp.,,,1350 Bordeaux Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.02164,37.41534,"37.41534, -122.02164"
,Apple Computer,,,1335 Bordeaux Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.021526,37.414713,"37.414713, -122.021526"
,Apple Computer,,,232 Java Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.016605,37.411236,"37.411236, -122.016605"
,Diasonics,,,1235 Bordeaux Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.022819,37.410801,"37.410801, -122.022819"
,Control Data Corp.,,,1330 Orleans Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.006847,37.411006,"37.411006, -122.006847"
,Atari Inc.,,,1272 Borregas Ave,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.018385,37.410451,"37.410451, -122.018385"
,Atari Inc.,,,155 Moffett Park Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023328,37.404068,"37.404068, -122.023328"
,Atari Inc.,,,1183 Bordeaux Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.0236,37.408356,"37.408356, -122.0236"
,Atari Inc.,,,1320 Bordeaux Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.021686,37.414143,"37.414143, -122.021686"
,Atari Inc.,,,390 Caribbean Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.009314,37.41576,"37.41576, -122.009314"
,Atari Inc.,,,1340 Bordeaux Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.021492,37.414956,"37.414956, -122.021492"
,Atari Inc.,,,1383 Borregas Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.016557,37.416064,"37.416064, -122.016557"
,Atari Inc.,,,275 Gibraltar Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.016363,37.409773,"37.409773, -122.016363"
,Atari Inc.,,,1399 Moffett Park Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.00064,37.41183,"37.41183, -122.00064"
,Varian Associates,,,220 Humboldt Ct.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.018385,37.408159,"37.408159, -122.018385"
,Calma Company,,,225 Humboldt Ct.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.01828,37.408155,"37.408155, -122.01828"
,Calma Company,,,213 Gibraltar,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.018021,37.41013,"37.41013, -122.018021"
,RGM Sys.,,,1250 Borregas Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.018874,37.40903,"37.40903, -122.018874"
,National Advanced Systems,,,140 Caribbean Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.017877,37.417186,"37.417186, -122.017877"
,Ford Aerospace …mp; Comm. Corp.,,,1260 Crossman Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.010381,37.410339,"37.410339, -122.010381"
,IBM Corp.,,,1299 Orleans Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,General Elec. Co./Space Div.,,,1277 Orleans Dr.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.00728,37.409789,"37.409789, -122.00728"
,Honeywell Comm. Div.,,,1130 Mt. View-Alviso Rd.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,Gould -- S.E.L. Computer Sys.,,,1289 Anvilwood Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.993788,37.408698,"37.408698, -121.993788"
,Interdesign Inc./Ferranti,,,1255 Reamwood Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.988545,37.405668,"37.405668, -121.988545"
,Intersil Inc.,,,1273 Hammerwood Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.990412,37.407927,"37.407927, -121.990412"
,Solectron Corp.,,,1286 Lawrence Stat. Rd.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.996054,37.367105,"37.367105, -121.996054"
,Atari Inc.,,,1285 Forgewood Ave.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.992,37.409528,"37.409528, -121.992"
,ACUREX CORP .,,,485 CLYDE AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.046995,37.397956,"37.397956, -122.046995"
,APPLIED TECH/ITEK,,,525 ALMANOR AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.028853,37.396377,"37.396377, -122.028853"
,GENERAL TECHNOLOGY CORP.,,,1028 W. MAUDE AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.043315,37.393885,"37.393885, -122.043315"
,SYSTEM DEVELOPMENT CORP .,,,500 MACARA AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.04183,37.393589,"37.393589, -122.04183"
,CANDELA ELECTRONICS,,,550 DEL REY,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,CALIF. MICROWAVE INC.,,,760 N. MARY AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.035797,37.396597,"37.396597, -122.035797"
,ADDINGTON PROCESSING LAB,,,680 W. MAUDE AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.033495,37.390654,"37.390654, -122.033495"
,NATIONAL SEMICONDCUTOR,,,675 ALMANOR AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.032891,37.397703,"37.397703, -122.032891"
,FERIX,,,611 VAQUEROS AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.032129,37.39326,"37.39326, -122.032129"
,DATAPOINT PERIP…AL PRODUCT INC.,,,810 W. MAUDE AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.034615,37.391009,"37.391009, -122.034615"
,AMPEX CORP.,,,728 SAN ALESO AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.026872,37.396359,"37.396359, -122.026872"
,AMPEX CORP.,,,465 W. MAUDE AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.03144,37.389991,"37.389991, -122.03144"
,AMPEX CORP .,,,814 SAN ALESO DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,VEECO/MACRONETICS INC.,,,585 N. MARY AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.03705,37.393009,"37.393009, -122.03705"
,SEIKO CIRCUITS INC.,,,415 CLYDE AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.047132,37.39645,"37.39645, -122.047132"
,LYNCH CIRCUITS INC.,,,41588 W. EVELYN AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.052359,37.38557,"37.38557, -122.052359"
,VERBATIM CORP.,,,675 PALOMAR AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.034531,37.395045,"37.395045, -122.034531"
,RACAL-VADIC INC.,,,785 N. MARY AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.035577,37.397359,"37.397359, -122.035577"
,SIGNETICS CORP.,,,305 N. MATHILDA AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.031798,37.385089,"37.385089, -122.031798"
,GCA IC SYSTEMS,,,720 PALOMAR AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.034233,37.395885,"37.395885, -122.034233"
,SIGNETICS CORP.,,,450 N. WOLFE RD.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.013567,37.383525,"37.383525, -122.013567"
,SIGNETICS CORP.,,,860 KIFER RD.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.010624,37.374593,"37.374593, -122.010624"
,SIGNETICS CORP.,,,830 STEWART DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.010732,37.383979,"37.383979, -122.010732"
,SIGNETICS CORP.,,,897 DE GUIGNE DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.007161,37.385487,"37.385487, -122.007161"
,SIGNETICS CORP.,,,897 STEWART DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.006398,37.383951,"37.383951, -122.006398"
,SIGNETICS CORP.,,,730 E. EVELYN AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.016596,37.371681,"37.371681, -122.016596"
,TANDEM COMPUTERS INC.,,,1366 SANTA ANA CT.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,TANDEM COMPUTERS INC.,,,245 SANTA ANA CT.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.010541,37.379708,"37.379708, -122.010541"
,INMAC,,,130 S. WOLFE RD.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.012022,37.370447,"37.370447, -122.012022"
,CPS INC.,,,110 WOLFE RD .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.013809,37.375565,"37.375565, -122.013809"
,POLY MOLD TOOL & ENGR.,,,193 COMMERCIAL ST.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.008472,37.376027,"37.376027, -122.008472"
,GENERAL ELECTRIC CO.,,,310 DE GUIGNE DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.007233,37.381184,"37.381184, -122.007233"
,HEWLETT PACKARD-DTD,,,974 E. ARQUES AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.004718,37.380738,"37.380738, -122.004718"
,ADVANCED MICRO DEVICES INC.,,,898 STEWART DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.006408,37.383935,"37.383935, -122.006408"
,ADVANCED MICRO DEVICES INC.,,,9 15 DE GUIGNE DR .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,AERTECH INDUSTRIES,,,970 STEWART DR .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.002998,37.383925,"37.383925, -122.002998"
,AERTECH INDUSTRIES,,,455 DE GUIGNE DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.007206,37.383245,"37.383245, -122.007206"
,GTE PRODUCTS,,,1180 KERN AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.997474,37.382579,"37.382579, -121.997474"
,SINGER CO. / LINK DIV.,,,1077 E . ARQUES AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.002266,37.380513,"37.380513, -122.002266"
,T.R.W. SYSTEMS,,,11-1 5 E. ARQUES AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,MONOLITHIC MEMORIES,,,1165 ARQUES AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.997864,37.380498,"37.380498, -121.997864"
,CHEMICAL SYS.,,,1050 E. ARQUES AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.000417,37.380482,"37.380482, -122.000417"
,NATIONAL SEMICONDCUTOR,,,1125 KIFER RD .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.999847,37.373904,"37.373904, -121.999847"
,NATIONAL SEMICONDCUTOR,,,1177 KERN AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.997594,37.382591,"37.382591, -121.997594"
,GCA IC SYSTEMS,,,1050 KIFER RD.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.002629,37.373871,"37.373871, -122.002629"
,NATL. SEMICONDUCTOR/TRANSDUCER,,,1050 DUANE AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.952363,37.378557,"37.378557, -121.952363"
,APPLIED TECH/ITEK,,,750 ARQUES AVE .,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.013356,37.380978,"37.380978, -122.013356"
,EATON CORP. / MACRODATA,,,1115 ARQUES AVE.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.999848,37.380498,"37.380498, -121.999848"
,TOSHIBA SEMICONDUCTOR USA INC.,,,1220 MIDWAS WAY,94086,California,,,,Rich's Complete Guide to Silicon Valley,-122.023851,37.371042,"37.371042, -122.023851"
,BECTON DICKINSON FACS SYSTEMS,,,470 LAKESIDE DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.993368,37.382649,"37.382649, -121.993368"
,N.C.A. CORP.,,,1263 OAKMEAD PARKWAY,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.991082,37.386878,"37.386878, -121.991082"
,CALMA COMPANY,,,527 LAKESIDE DR.,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.993367,37.385005,"37.385005, -121.993367"
,T.R.W. SYSTEMS,,,460 OAKMEAD PARKWAY,94086,California,,,,Rich's Complete Guide to Silicon Valley,-121.988075,37.382599,"37.382599, -121.988075"
,TYMSHARE INC.,,,10101 BUBB RD.,95014,California,,,,Rich's Complete Guide to Silicon Valley,-122.051182,37.321501,"37.321501, -122.051182"
,APPLE COMPUTER INC.,,,10260 BUBB RD.,95014,California,,,,Rich's Complete Guide to Silicon Valley,-122.049987,37.318845,"37.318845, -122.049987"
,DATA QUEST INC.,,,10340 BUBB RD.,95014,California,,,,Rich's Complete Guide to Silicon Valley,-122.049522,37.317594,"37.317594, -122.049522"
